Pos,Com,MSE,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,X153,X154,X155,X156,X157,X158,X159,mse_1
0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1305363,0,0,0,0,0,0,0,0,0,3.7749755,0,0,0,0,0,0,0,2.2459712,0,2.1549718,4.0131383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15525639,8.081296,6.6015463,0.2936324,0,0,0,0,0,0,0,7.8613515,5.514285,4.226437,2.515116,0,0,0,0,0,3.4665926,11.146178,12.232486,4.088084,0,0,0,0,0,0,2.789713,8.106009,3.661516,1.586782,11.171104,0,0,0,0,0,4.4480224,10.702274,0.4681394,0,2.7911184,0,0.4315257,0,0,0,0,6.9021306,6.5625176,10.621236,7.463433,2.353892,3.585372,0,1.430918,2.494227,11.1155615,11.70305,16.572865,27.15551,12.581286,0,0,0,0,0,0.57321215,11.392547,0,0,0,0,0,0,0,0,10.595565,26.234749,7.3711815,0,0,0,0,0,0,0.45796555,1.6644008,12.493548,0,0,0,0,0,1091.314456
0,2,5,0,0,0,9.845935,9.6760435,0,0,0,0,0,0,2.7703872,1.7964867,5.116665,4.6317177,0.43346667,0,1.0378497,0,0,0,0,1.0566446,25.9977,31.826733,0,0,4.5183783,2.0908651,0,0,0,0,1.6840192,10.093859,0,0,14.42789,12.078838,0,0,0,0,0,0,0,0.27275586,7.22789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7715268,8.380943,0,0,0,0,0,0,10.370492,21.715237,38.09849,31.354595,24.178158,0,0,0,0,0,4.985063,30.62742,49.078976,44.423862,37.48289,2.5210254,0,0,0,1.7161368,0,0,0,0.6514047,0.7388124,0,0,0,0,0,6.498428,5.3350663,0,5.9623504,0,0,0,0,0,0,23.167002,22.459938,8.488135,10.742349,0,0,0,0,0,7.9283404,24.586296,17.94257,4.189053,9.268132,2.835476,0,0,0,0,0,0,0,0,0,0,0,0.77379775,0,0,0,0,0,0,0,0,0,0,0,0.15809593,0,1.9674395,0,7.8118324,1.0275167,0,0,0,1390.36225
0,4,1,0,0,0,0,0,0,0,2.923109,0,0,0,0,0,0,0,0,12.511472,8.404271,0,0,0,0,0.061533205,7.4666667,0.1155923,0,4.6317806,4.5440536,10.534711,1.4090524,0,0,0,3.1592395,2.032561,2.190575,1.3144913,1.575141,0.5377541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4022861,0,0,0,0,0,0,0,0,3.8852053,2.5734258,0.30346417,7.484795,0.13392204,0,0,0,0,0,12.996144,14.866807,13.783713,20.299362,2.423917,0,0,0,0,0.23527586,9.412582,30.61516,41.44083,34.778603,24.812515,2.0057738,0,0,0,0,0,0,0,7.489891,8.621896,0,0,0,0,0,0,12.174149,12.095046,10.194413,0.09077729,0,0,0,0,1.4157243,9.891361,8.009003,0,1.9571974,0,0,0,0,0,11.30262,9.689274,10.097815,4.427895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11500698,1.5862823,0,0,0,1067.111227
0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.710477,1.27883,0,0,0,0,0,0,0,0,4.603274,6.3271236,0,0,0,0,0,2.1447232,2.7023847,0.6531927,2.5505328,0,0,0,0,0,0,0,0,0,1.694063,0.32899338,0,0,0,2.6204145,0,0,0,0,3.8356442,4.8753963,0,0,0,0,0,0,0.63282496,0,12.984755,5.7606015,0,0,0,0,0,15.933682,17.333035,9.387278,16.811733,8.792616,0,0,0,0,0,5.8526673,28.57793,40.453537,39.015724,29.443188,2.705678,0.5505842,0,0,0,2.9537199,8.295283,0,0,0,0,0,0,0,0,5.605333,21.140835,15.801179,1.9735842,0,0,0,0,0,0,8.4690075,14.967216,9.980266,11.278659,0,0,0,0,0,9.14557,11.508053,13.4037285,18.596834,8.333536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48925894,0,0,0,0,0,0,0,0,0.78589237,5.6763215,0,0,0,1129.798417
0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48978698,1.4144278,0,4.38821,0,0,0,8.659045,8.928174,0,0,0,3.8848855,4.5693913,0.433724,0,0,0,0,0,0,0,0,0,0,0,2.0494998,0,0,0,0,0,0,0,0,0,0,0.34155488,3.437462,0,0,0,0,0,0,0,0,0,11.029099,8.986133,9.626381,16.170408,3.9905012,0,0,0.9362449,0,0,6.304904,25.492489,28.141739,30.114933,22.036554,0,0,4.099743,0,0,3.7167075,0.8521758,0,0,1.8461282,3.0675282,0,0,0,0,4.465005,10.493843,8.312631,0,4.89033,12.205157,11.857852,0,0,4.4949265,11.515941,10.297122,9.721648,10.616076,3.3021297,10.6607275,13.373762,0,0,8.16928,9.876605,6.9698815,9.237733,16.518023,13.10078,3.1715062,2.1524742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058532,7.48518,0,0,0.11323847,0,0,1128.644393
0,4,3,0,0,2.0360208,0,0,0,2.2611601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1715174,0,0,2.605771,0,0,0,0,0,1.3308275,0,0,1.4629223,4.374539,0,0,0,0,0,7.1624017,3.7059958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55722594,2.032601,0,1.3432343,0,0,0,0,0,0,10.722069,10.026759,0.73420256,1.9897962,0,0,0,5.626329,3.4287565,0,4.788392,12.487132,6.2104325,11.242807,4.3739257,0,0,0,0,0,0,1.3910007,0,0.94179994,5.709061,0,0,0,0,0,0,0,1.6276481,6.3218637,1.5715249,0,0,0,0,4.493513,4.3293056,6.883015,7.29999,9.2332945,5.8984237,0,3.5134306,0,0,2.8163383,10.616366,13.4550905,20.998756,22.977463,14.389315,0.6814238,2.413305,0,0,0,3.0549595,9.595422,1.3993967,0,0,0,1.1588714,0,0,0,2.653711,29.702692,18.608763,0,0,0,0,0,0,0,4.781343,14.722491,0,0,0,0,0,1136.181983
0,2,5,0,0,1.8946787,0.25501764,0,0,8.988273,3.368564,0,0,0,3.7951555,3.831561,11.005242,6.073513,3.2662816,11.137181,0,0,0,0,5.7571373,7.3712516,13.393194,8.022933,0,0,2.0222616,8.011193,0.18932205,0,0,0,4.5937963,4.9894333,0,0,17.763742,15.118277,0.5958633,0,0,0,5.445637,1.2250432,0,0,8.4049425,3.279838,1.1374913,0,0.48243278,0,2.509459,0,0,0,6.1597877,0,0,0,3.5752196,0,0,0,0,6.245457,8.080028,0,0,0,0,0,2.9565706,8.589961,18.810616,24.71275,20.01761,0,0,0,0,0,2.6397524,17.484192,24.960577,39.565742,39.05826,11.452492,0,0,0,0,0,0.15173596,0,1.7819238,5.0945253,0,0,0,0,0,8.114118,0.13626426,0,0,0,0,0,0,0,6.1473475,16.81718,18.171236,18.356321,15.086033,10.133379,0,0,0,0,11.029273,19.837408,28.062378,30.279709,30.453182,12.106386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1249263,0,0,0,0,0,0,4.436543,6.902212,4.4698477,1.7603732,0,0,0,1410.154136
0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.673268,0,0,0,0,0,0,2.4469266,0,6.9659667,17.469316,5.374247,0,0,0,0,2.4327767,6.3330636,1.8559315,0,0,5.7818265,2.4025757,0,0,0,0,6.0391912,0.69404143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.757297,11.919568,7.6886115,8.574502,0.82905644,0,0,0,0,0,8.403958,19.172623,23.259224,24.730537,14.576312,0,0,0,0,0,0,0,0,9.33694,0.8377694,0,0,0,0,0,0.19384843,4.6812267,10.817355,16.353966,0,0,0,0,0,0,8.009636,13.384534,6.4952264,7.0087657,0.8002767,0,0,0,0,3.9223747,13.265819,25.276442,13.221775,3.277782,7.0568676,0,3.5084972,0,1.0856774,0,0,5.1211767,0,0,0,0,0,0,0,0,3.8716567,1.5176306,7.2899985,0,0,0,0,2.3972318,0,0,0,0,0,0,0,0,0,1134.946306
0,2,4,0,0,0,0,0,4.7576447,1.1009103,0.33417746,0.109636694,0,0,0,0,3.9371648,1.7391456,5.275428,2.071084,0.8075134,0,0,0,0,2.782587,17.423906,12.041947,0,0,10.386209,1.1588547,0,0,0,4.1157494,1.0200894,0,0,5.1169515,14.640035,5.0066533,0,0,0,0.35485488,0.5610116,0,0,9.244163,9.370164,0,0,0,0,0,1.075708,0,0,1.0315905,4.440117,0,0,0,0,0,7.0679884,0,0,6.027615,3.1238136,0,0,0,0,0.30423513,11.610823,14.763576,31.409826,23.583424,15.480439,0,0,0,0,0,7.2795105,29.198154,50.47491,35.8,14.282567,0.537341,0.33115783,0,0,4.507779,0,0,0,0,0,0,0,0,0,0,0.7401157,0,0,0,0,0,0,3.2872179,0,0,15.508,8.012536,12.480905,8.885915,0,0,0,0,0,10.817992,13.836411,12.784877,0,1.6070938,0,0,0,0,0,0,0,2.5938044,5.3813286,8.645406,3.329855,0,0,0,0,0,9.177043,20.030546,0,7.7064304,6.184169,0,0,0,0,0,0.54994875,5.600299,0,0.40095422,0.5490176,0.77764225,0,1288.804624
0,2,5,0,0,0,7.759322,12.71208,5.664876,0,0,0,0,0,0,0,2.5095057,3.881347,0.51592875,0,0,0,0,0,0,0,6.8194714,11.890367,0,0,1.8331624,0,0,0,0,0,8.031319,5.812948,0,0,8.637418,5.008106,0,0,0,0,12.23359,0,0,3.7750807,4.234503,0,0,0,0,0,0.78954595,0,0,0,0,0,0,0,0,0,0,0,0,0.3713604,0,0,0,4.0156407,4.648316,2.0343733,17.986168,25.082249,27.663225,14.802335,10.794667,0,0,0.39822572,0,0,15.016797,44.04056,45.687557,26.230724,22.458015,5.165783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8177907,3.5706358,0,0,12.546435,8.846172,14.73124,6.6942654,0,0,0,0,5.3793497,2.9248724,8.924266,16.197302,11.3266535,8.94699,2.6229174,0,0,0,0,0,0,5.4143124,0.42678726,0,0,0,0,0,0,0,0.18712264,10.321074,0,0,4.021146,2.3205132,0,0,0,0,0,3.3443346,0,0,10.2477045,10.157523,0,1392.095045
0,2,4,0,0,0,0,0,0,4.167097,2.9589639,0,0,0,0,0,0.08686401,2.5157871,6.401191,11.954751,9.633728,0,0,0,1.896091,0,1.8187064,10.905791,5.5726275,17.4745,19.11028,0.46065697,0,0,0,6.8250914,19.721432,20.204868,0,0,5.9066734,5.1980076,0.012302633,0,0,0,24.519949,12.6677,0,0,0,0,0.18307082,0,0,0,7.5307746,2.068747,0,0,0,0,0,0.676431,0,0.69381404,11.630141,5.694023,0,0,0,0,0,8.608381,8.031526,6.0429697,12.410226,13.159106,25.939976,18.036743,4.847609,0,0,0,0,0,14.517927,26.463894,27.900463,22.332565,14.706971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5899434,5.57493,0,0.90193516,3.1482065,12.239095,16.973312,18.805107,14.109698,4.405182,0,0,0,8.308239,12.871105,14.441072,26.746532,27.786537,26.604939,8.909076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.428325,0,0,0,0,0,0,0,0,1.0666263,10.492497,5.0356264,0.36927703,0,0,0,1301.166824
0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.167495,9.217676,0,2.220123,9.134534,0.36284733,0,0,0,0,4.9925785,0.5112403,4.6590123,7.779117,13.066802,20.622662,7.4335513,0,0,7.6800222,13.043273,4.118211,5.162706,0,0,10.865912,0.96574086,0,0,0.30446312,6.8295817,8.390646,17.862,0,0,1.7749333,0.6293214,0,0,0,0,0,4.2606397,0,0,0,0,0,0,0,0,0,0,2.1810377,1.5182552,0,0,0,0.04124838,6.0089774,31.223503,22.722382,19.122873,19.672941,3.830735,0,0,0,0,1.0257068,19.327923,39.855377,46.879524,37.367477,25.553469,0.25385898,0,0,0,0,4.2367997,3.694386,0,12.5563345,8.911388,0,0,0,0,0,10.305421,20.434479,20.282413,26.352348,10.825637,0,0,0,0,0,23.227768,27.305141,19.43462,19.867735,0,0,0,0,0,15.369376,25.711746,31.521687,28.918259,18.256502,14.8961525,0,0,0,0,0.25685126,0,0,0,0,0,0,0.042660713,0,0,5.226486,18.575294,6.949823,2.611735,0,0,0,0,0,0,0,0,0,1.0026329,0,0,0,0,1112.171102
0,2,4,0,0,0,12.029837,10.653628,8.140366,5.6908207,0,0,0,0,0,0,4.8539886,3.1635165,3.0252101,2.9023867,0,0,0,0,0,0,22.325558,36.525135,0,0,9.902976,1.9471474,0,0,0,0,15.091744,24.941,1.7396082,4.0065675,16.703539,5.3099136,0,0,0,0,10.787547,0,5.8495507,17.040987,10.966396,0,0,0,0,0,1.0373276,0,0,2.273955,0,0,0,0,0,0,9.177648,2.801886,0,1.1297477,0,0,0,6.109575,1.8247372,3.9758654,15.520967,18.042427,20.618032,14.162717,7.3810654,0,0,0,0,0,15.034444,30.86332,28.904346,23.8667,25.734434,5.152707,0,0,0,3.076305,0,0,0,3.8650777,7.228155,0,0,0,0,0,8.12498,2.540923,11.897939,22.790215,0,0,0,0,0,0,21.897402,27.086105,12.229451,3.9451122,0,0,0,0,0,2.2012186,16.013195,21.363777,13.784587,1.6349232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7916832,0.80676013,0,0,0,1301.476597
0,2,3,0,0,0,31.78297,28.817669,4.0516653,0,0,0,0,0,3.0679913,3.0126662,21.032494,17.944145,10.278422,5.935518,9.605264,0,0,0,0,2.4220338,46.032207,63.67161,7.689355,13.991073,38.092064,20.79853,2.333776,0,0,0,1.6227698,24.257729,0,0,7.1892996,6.888584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.506948,4.7729683,0,3.9994655,0,0,0,2.1765668,16.784334,21.134918,22.59232,18.406946,8.28469,0,0,0,0,0,0,3.3039718,28.001762,32.396786,0,0,4.893536,6.2659507,0,0,0,0,8.503263,7.7994943,1.3800163,5.828335,10.669677,0,0,0,0,0,11.607324,24.794651,36.78824,49.86291,14.61939,0,0,0,0,0,4.922488,17.92635,17.298765,30.029352,7.8741755,0,0,0,0,0,5.677763,10.518287,16.096672,31.317822,11.622505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.165145,0,0,0,0,0.6127508,0,0.9273259,2.2128105,3.8464613,2.98709,0,0.16515352,1.073789,1251.030556
0,2,5,0,0,0,0,0,0,0.42765188,3.3905632,0,0,0.020110484,7.0485396,1.15433,2.4118466,0,1.3258854,10.26324,8.506033,0,0,0,7.7515874,2.5224671,0,0,0,7.3928766,9.979245,0,0,0,0,1.0348681,7.687024,8.490882,0,0.26023352,12.784446,8.043912,0,0,0,0,6.6216774,7.798599,0.74815637,1.7881309,7.950116,0,0,2.2102404,0.8098957,0,0,3.9698014,0,0,1.3700813,0,0,5.8674774,16.729706,9.352132,8.689523,13.831006,0.91929823,2.9219792,1.8201233,0,0,1.6869409,5.19909,3.8191104,9.45375,15.504413,23.472237,26.823608,22.422966,5.1574264,1.1015909,0.5653806,0,0,6.999572,18.903206,33.361935,42.85359,36.842487,15.777143,1.5173396,0,0,2.4045627,0,0,0,0.6714365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.169072,12.05383,10.953179,0,0,0,0,0,4.2413697,13.052761,21.230247,30.43642,17.56044,0,0,0,0,0,0,3.9747567,0,4.065217,1.2520039,0,0,0,0,0,0,0,8.983224,27.474928,0.054583248,0,0,0,0,0,0,0,0.5580052,9.664823,0.5283441,0,0,0,0,1369.052435
